sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WWW0547AD,Wolf Blass  Bilyara Chardonnay,Australia,South Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1653,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3980-1774263062971,0.95,validated
WWW0549AD,Wolf Blass  Yellow Label Chardonnay,Australia,South Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1654,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3928-1774263062971,0.95,validated
WWW0550AD,Wolf Blass  Yellow Label Riesling,Australia,South Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1655,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3929-1774263062971,0.95,validated
WWW1020AD,Laurenz V.  Singing Gruner Veltliner,Austria,Kamptal,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1656,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3860-1774263062970,0.88,validated
WWW1033AD,Lindeman's  Premier Selection Semillon / Chardonnay,Australia,South Eastern Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1657,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3824-1774263062970,0.9,validated
WWW1106AD,Matua  Sauvignon Blanc,New Zealand,Marlborough,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1658,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3901-1774263062970,0.9,validated
WWW1114AD,E.Guigal  Cotes du Rhone Blanc,France,Rhône Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1659,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3784-1774263062970,0.9,validated
WWW1117AD,Pighin  Pinot Grigio Grave Del Friuli DOC,Italy,Friuli-Venezia Giulia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1660,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3829-1774263062970,0.9,validated
WWW1121AD,Langmeil  Spring Fever Chardonnay,Australia,Barossa Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1661,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3789-1774263062970,0.92,validated
WWW1151AD,Marques de Caceres  Verdejo,Spain,Rioja,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1662,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3786-1774263062970,0.92,validated
WWW1173AD,Clarendelle  Blanc Inspired by Haut-Brion AOC,France,Bordeaux,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1663,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3563-1774263062969,0.9,validated
WWW1177BS,Bottega  Pinot Grigio delle Venezie IGT,Italy,Veneto,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1664,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5473-1774263062982,0.88,validated
WWW1199BU,Cape Mentelle  Semillon Sauvignon,Australia,Margaret River,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1665,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1860-1774263062962,0.92,validated
WWW1201BN,Echeverria  Reserva Chardonnay,Chile,Curico Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1666,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2715-1774263062965,0.88,validated
WWW1202BN,Echeverria  Reserva Sauvignon Blanc,Chile,Curico Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1667,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2716-1774263062965,0.88,validated
WWW1290AC,Carta Vieja  Chardonnay (375 ml),Chile,Loncomilla Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1668,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2050-1774263062963,0.9,validated
WWW1291AC,Carta Vieja  Chardonnay,Chile,Loncomilla Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1669,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2009-1774263062962,0.9,validated
WWW1292AC,Carta Vieja  Sauvignon Blanc,Chile,Loncomilla Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1670,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2010-1774263062962,0.9,validated
WWW1313AC,Gallician  Prestige Blanc,France,Rhône Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1671,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2055-1774263062963,0.88,validated
WWW1314AC,Laurent Miquel  Chardonnay Viognier,France,Languedoc-Roussillon,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1672,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2040-1774263062962,0.9,validated
WWW1344AC,Salisbury 1848  Chardonnay,Australia,South Eastern Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1673,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1989-1774263062962,0.82,validated
