sku,name,classification,country,region,subregion,short_description,description,updated_at,magento_readiness,quality_blockers,quality_warnings,current_validation_status,enrichment_quality_grade,review_priority,popularity_revenue_90d,popularity_orders_90d,wn_stock
WRW5372DH,Tenuta di Biserno  Insoglio del Cinghiale DOCG,Wine product,Italy,Tuscany,Bolgheri,,Tenuta di Biserno  Insoglio del Cinghiale DOCG,2026-05-28T16:06:09Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5397FC,Chateau Musar  Red 2017,Red Wine,Lebanon,Bekaa Valley,Bekaa Valley,"Bekaa Valley icon: full-bodied Cabernet-led blend with blackcurrant depth, cedar structure, and age-worthy complexity.","<p>Château Musar's 2017 Red represents the Bekaa Valley's signature style—a structured, age-worthy blend anchored by Cabernet Sauvignon with supporting Cinsault and Carignan. The wine opens with dominant blackcurrant and dark plum fruit, layered with cedary oak and warming spice on the mid-palate. High tannins and medium-high acidity provide the backbone for extended cellaring, while tertiary notes of tobacco and leather emerge to reward patience. A wine of serious intent, built for the table and for time.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,LOW,0,0,0
WRW5411AA,Mount Langi Ghiran  Talus Shiraz,Red Wine,Australia,Grampians,Grampians,"Grampians Shiraz with dark fruit, pepper spice, and smoky earth—a food-friendly, medium-full red.","<p>Mount Langi Ghiran's Talus Shiraz is a single-varietal expression from Australia's Grampians region, showcasing the classic dark-fruit intensity and peppery spice characteristic of cool-climate Shiraz. The wine displays a medium-full body with balanced tannins and a mineral-driven palate, offering layers of blackberry, plum, and licorice with subtle smoke and earth undertones. Structured for food pairing, it bridges casual dining and more formal table settings.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5450AF,Leeuwin Estate  Siblings Shiraz,Red Wine,Australia,Margaret River,Margaret River,"Full-bodied Margaret River Shiraz with dark plum, spice, and smoky complexity—a classic Australian red for grilled meats.","<p>Leeuwin Estate's Siblings Shiraz is a full-bodied red wine from Margaret River, Australia's premier Shiraz region. The wine opens with dominant dark plum and blackberry fruit, layered with black pepper and licorice notes that define the primary character. Secondary winemaking influence introduces smoke and spice complexity, while tertiary development reveals leather and earthy undertones. Medium-high tannins provide structure and aging potential, making this wine an excellent match for grilled red meats, lamb, and slow-braised beef dishes.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5484BN,Chateau Duhart Milon Rothschild 2018,Wine product,France,Bordeaux,Pauillac,,Chateau Duhart Milon Rothschild 2018,2026-05-28T16:07:08Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5509FN,Domaine Du Vieux  Telegraphe Chateauneuf Du Pape Rouge,Red Wine,France,Rhône Valley,Châteauneuf-du-Pape,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5545FO,Château La Grande Roche Cabernet Sauvignon,Red Wine,USA,California,Napa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5548FT,Chateau Boyd-Cantenac  Margaux,Wine product,France,Bordeaux,Margaux,,Chateau Boyd-Cantenac  Margaux,2026-03-24T04:13:13.257Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,stale_update_over_45_days,validated,,LOW,0,0,0
WRW5599AD,Penfolds  Bin 150 Marananga Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,"Marananga-sourced Barossa Shiraz from phylloxera-free ancient soils; 2019 drought compressed the fruit into a dark, structured 'sleeper vintage' Peter Gago likens to 1989.","<p>Chief Winemaker Peter Gago publicly designated 2019 a <em>'sleeper vintage'</em> — a drought year of punishing heat and drastically reduced yields that compressed Barossa Shiraz into dense, inward fruit rather than the opulent generosity of cooler seasons, drawing a direct parallel to the 1989 and 1999 vintages. <strong>Bin 150 draws exclusively from Marananga</strong>, a sub-district of the Barossa Valley sitting on ancient, deep alluvial and sandy loam soils that have never been touched by phylloxera — old-vine root systems reach unimpeded into subsoil moisture, a structural advantage that proved critical in 2019's water-stressed growing season. The wine is matured in <strong>American oak hogsheads</strong>, the same vessel format that defines Penfolds' red-wine house style since Max Schubert's era, delivering the characteristic mid-palate richness and coconut-spice integration the house is known for, without the weight of 100% new wood. Where Grange deliberately dissolves terroir into a multi-district blend, <strong>Bin 150 inverts that philosophy entirely</strong> — it is a single-site Marananga declaration, an anomaly within the Penfolds portfolio that foregrounds place over winemaker assemblage. The 2019 scored <strong>97 pts Decanter</strong> and <strong>98 pts Wine Spectator</strong>; its compressed dark-fruit architecture demands patience, with a drinking window opening from <strong>2033 through 2070</strong>.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,LOW,0,0,0
WRW5604AH,Hardys  Tintara Reserve Shiraz,Red Wine,Australia,McLaren Vale,McLaren Vale,"Full-bodied McLaren Vale Shiraz with ripe blackberry, pepper spice, and structured tannins—a classic Australian red.","<p>Hardys Tintara Reserve Shiraz is a full-bodied red wine from McLaren Vale, Australia's premier Syrah region. The wine opens with dominant blackberry and dark plum fruit, layered with assertive black pepper and warming spice on the palate. Secondary notes of licorice and smoke add complexity, while tertiary leather and earth characters suggest structure and aging potential. The medium-high tannins provide grip and food-friendliness, making this wine an excellent match for grilled red meats, lamb, and smoky barbecue preparations.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,B,LOW,0,0,0
WRW5605AH,Hardys  The Chronicles Reserve Merlot,Red Wine,Australia,McLaren Vale,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
WRW5607AH,Hardys  The Chronicles Reserve Shiraz,Red Wine,Australia,McLaren Vale,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
WRW5608AA,Wynns  Coonawarra  Estate Cabernet Shiraz Merlot,Red Wine,Australia,Coonawarra,Coonawarra,"Coonawarra Cabernet-Shiraz-Merlot blend: dark fruit, spice, and structured tannin for classic red-meat pairing.","<p>Wynns Coonawarra Estate Cabernet Shiraz Merlot is a classically structured Australian red blend anchored by Cabernet Sauvignon (51%), supported by Shiraz (36%) and Merlot (13%). The wine displays a medium-full body with ripe dark-fruit character—blackcurrant and plum—layered with black pepper spice and subtle cedar notes. Moderate tannin structure and balanced acidity provide food-friendly drinkability without sacrificing complexity. Coonawarra's limestone-rich terroir imparts earthy undertones and mineral grip. This blend exemplifies the region's strength in producing age-worthy, versatile reds suited to grilled meats, braised dishes, and Mediterranean fare.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5609AA,Wynns  Coonawarra  Estate Shiraz,Red Wine,Australia,Coonawarra,Coonawarra,"Full-bodied Coonawarra Shiraz with dark fruit, spice, and structured tannins—a classic Australian red.","<p>Wynns Coonawarra Estate Shiraz is a full-bodied red wine from Australia's renowned Coonawarra region, crafted from 100% Shiraz. The wine displays dominant dark plum and blackberry fruit on the nose, complemented by black pepper and licorice spice. Medium-high tannins provide structure and aging potential, while secondary leather and smoke notes add complexity. This is a food-friendly, classically styled Australian Shiraz suited to grilled red meat, braised beef, and smoked preparations.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5612AA,Wynns  Coonawarra  Estate  Black Label Shiraz,Red Wine,Australia,Coonawarra,Coonawarra,"Full-bodied Coonawarra Shiraz with dark fruit, spice, and smoky complexity.","<p>Wynns Coonawarra Estate Black Label Shiraz is a full-bodied red wine from Australia's renowned Coonawarra region. This single varietal showcases the classic dark fruit and peppery spice character typical of premium Australian Shiraz, with layered notes of blackberry, licorice, and smoke. Medium-high tannins provide structure and aging potential, while secondary leather and tobacco notes add complexity. Ideal for grilled red meat, braised beef, and smoked dishes.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5627ES,Cable Bay  Syrah,Red Wine,New Zealand,Waiheke Island,Waiheke Island,"Waiheke Island Syrah with dark plum, blackberry, and peppery spice—medium-full bodied and food-friendly.","<p>Cable Bay's 2018 Syrah from Waiheke Island presents a classic expression of the varietal in New Zealand's maritime terroir. Dark plum and blackberry dominate the nose, supported by black pepper and subtle smoke that speak to both fruit ripeness and winemaking craft. The palate is medium-full and structured, with balanced tannins that frame the wine without overwhelming. Emerging leather and earthy notes suggest modest age-worthiness. A versatile red suited to grilled meats, braised dishes, and rich poultry.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5649AH,Kaiken  Disobedience by Francis Mallmann Red Blend,Red Wine,Argentina,Mendoza,Maipú,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5655AH,San Pedro  Gato Negro Carmenere,Red Wine,Chile,Maipo Valley,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
WRW5660DH,Odfjell  Odfjell 2016,Red Wine,Chile,Maipo Valley,Maipo Valley,"Maipo Valley Cabernet Sauvignon with ripe dark fruit, cedar spice, and structured tannins—a food-friendly Chilean classic.","<p>Odfjell's 2016 Cabernet Sauvignon from Chile's Maipo Valley delivers a classic expression of the varietal: dominant blackcurrant and dark cherry fruit on the nose, supported by cedar and cocoa notes from careful oak aging. The palate shows medium-full body with balanced tannins and a hint of black pepper spice. Subtle leather and herbaceous undertones emerge on the finish, suggesting modest age-worthiness. A versatile red suited to grilled meats, braised beef, and aged cheeses.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5675DJ,"Domaine de La Pousse d’Or  Volnay 1er Cru ""Clos des la Bousse d´Or"" Cuvee Amphore - Monopole",Red Wine,France,Burgundy,Volnay,,"Domaine de La Pousse d’Or  Volnay 1er Cru ""Clos des la Bousse d´Or"" Cuvee Amphore - Monopole",2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5688FR,Famiglia Castellani  Chianti Colli Senesi DOCG,Red Wine,Italy,Tuscany,Chianti,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5691FR,Famiglia Castellani  Chianti Classico Riserva DOCG,Red Wine,Italy,Tuscany,Chianti,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5693FR,Beronia  Rioja Crianza Doca,Red Wine,Spain,Rioja,Rioja Alavesa,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5694FR,Beronia  Rioja Reserva Doca,Red Wine,Spain,Rioja,Rioja Alavesa,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5696FR,Jump Yards  Cellar Blend Bold Red (Fruit Wine),Red Wine,Australia,South Eastern Australia,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
WRW5697FR,Outstation Vineyards  Shiraz Cabernet,Red Wine,Australia,South Eastern Australia,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
WRW5698FR,Diggins Estate  Heritage Collection Shiraz,Red Wine,Australia,South Eastern Australia,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
WRW5699FR,Thomas Goss  Shiraz Mclaren Vale,Red Wine,Australia,Clare Valley,McLaren Vale,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5700FR,Nine Stones  Barossa Barossa Valley Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
WRW5701FR,Penley Estate  Coonawarra Tolmer Cabernet Sauvignon,Red Wine,Australia,Coonawarra,Coonawarra,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
WRW5703FR,Penny'S Hill  Cracking Black Shiraz Mclaren Vale,Red Wine,Australia,Clare Valley,McLaren Vale,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5705FR,Kalleske  Barossa Valley Moppa Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
